manufacturer,name,chip,released,bus,memory,clock,memory_clock,shaders,tmus,rops
AMD,FirePro M6100,Saturn,2013-10-16,MXM-B (3.0),"2 GB, GDDR5, 128 bit",1075 MHz,1375 MHz,768,48,16
AMD,FirePro R5000,Pitcairn,2013-02-25,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",825 MHz,800 MHz,768,48,32
AMD,FirePro W5000 DVI,Pitcairn,2013-02-25,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",825 MHz,800 MHz,768,48,32
AMD,PlayStation 4 GPU,Liverpool,2013-11-24,IGP,"8 GB, GDDR5, 256 bit",800 MHz,1375 MHz,1152,72,32
AMD,Radeon HD 6610,Redwood,2013-03-20,PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,400,20,8
AMD,Radeon HD 6770 Green Edition,Juniper,2013-04-19,PCIe 2.0 x16,"2 GB, GDDR3, 128 bit",700 MHz,667 MHz,720,36,16
AMD,Radeon HD 6870 1600SP Edition,Cypress,2013-01-14,PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",850 MHz,1050 MHz,1600,80,32
AMD,Radeon HD 7510 OEM,Turks,2013-02-01,PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,667 MHz,320,16,4
AMD,Radeon HD 7570 OEM,Redwood,2013-03-20,PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,400,20,8
AMD,Radeon HD 7720 OEM,Barts,2013-03-15,PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",840 MHz,1050 MHz,800,40,32
AMD,Radeon HD 7730,Cape Verde,2013-05-01,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1125 MHz,384,24,8
AMD,Radeon HD 7790,Bonaire,2013-03-22,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1000 MHz,1500 MHz,896,56,16
AMD,Radeon HD 7950 Mac Edition,Tahiti,2013-03-07,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",800 MHz,1250 MHz,1792,112,32
AMD,Radeon HD 7990,Malta,2013-04-24,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",950 MHz,1500 MHz,2048,128,32
AMD,Radeon HD 8180 IGP,Kalindi,2013-11-30,IGP,System Shared,225 MHz,System Shared,128,8,4
AMD,Radeon HD 8210E,Kalindi,2013-04-23,IGP,System Shared,300 MHz,System Shared,128,8,4
AMD,Radeon HD 8240 IGP,Kalindi,2013-11-01,IGP,System Shared,400 MHz,System Shared,128,8,4
AMD,Radeon HD 8250 IGP,Kalindi,2013-05-23,IGP,System Shared,300 MHz,System Shared,128,8,4
AMD,Radeon HD 8280 IGP,Kalindi,2013-09-18,IGP,System Shared,450 MHz,System Shared,128,8,4
AMD,Radeon HD 8280E,Kalindi,2013-04-23,IGP,System Shared,450 MHz,System Shared,128,8,4
AMD,Radeon HD 8310E,Kalindi,2013-04-23,IGP,System Shared,300 MHz,System Shared,128,8,4
AMD,Radeon HD 8310G IGP,Scrapper Lite,2013-07-31,IGP,System Shared,554 MHz,System Shared,128,8,4
AMD,Radeon HD 8330 IGP,Kalindi,2013-08-13,IGP,System Shared,497 MHz,System Shared,128,8,4
AMD,Radeon HD 8330E,Kalindi,2013-04-23,IGP,System Shared,497 MHz,System Shared,128,8,4
AMD,Radeon HD 8350G IGP,Scrapper Lite,2013-03-12,IGP,System Shared,514 MHz,System Shared,128,8,4
AMD,Radeon HD 8370D IGP,Scrapper Lite,2013-07-31,IGP,System Shared,760 MHz,System Shared,128,8,4
AMD,Radeon HD 8400 IGP,Kalindi,2013-11-23,IGP,System Shared,400 MHz,System Shared,128,8,4
AMD,Radeon HD 8400E,Kalindi,2013-04-23,IGP,System Shared,600 MHz,System Shared,128,8,4
AMD,Radeon HD 8410G IGP,Scrapper,2013-05-23,IGP,System Shared,600 MHz,System Shared,192,12,4
AMD,Radeon HD 8450G IGP,Scrapper,2013-05-23,IGP,System Shared,533 MHz,System Shared,192,12,4
AMD,Radeon HD 8470D IGP,Scrapper,2013-07-29,IGP,System Shared,800 MHz,System Shared,192,12,4
AMD,Radeon HD 8490 OEM,Caicos,2013-07-23,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",875 MHz,900 MHz,160,8,4
AMD,Radeon HD 8510 OEM,Redwood,2013-04-24,PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,500 MHz,400,20,8
AMD,Radeon HD 8510 OEM,Turks,2013-07-23,PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,480,24,8
AMD,Radeon HD 8510G IGP,Devastator,2013-05-23,IGP,System Shared,554 MHz,System Shared,384,24,8
AMD,Radeon HD 8550 OEM,Turks,2013-10-25,PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,480,24,8
AMD,Radeon HD 8550D IGP,Scrapper,2013-05-23,IGP,System Shared,720 MHz,System Shared,256,16,8
AMD,Radeon HD 8550G IGP,Devastator Lite,2013-05-23,IGP,System Shared,515 MHz,System Shared,256,16,8
AMD,Radeon HD 8570 OEM Rebrand,Turks,2013-07-23,PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,480,24,8
AMD,Radeon HD 8570A,Sun,2013-03-01,MXM-A (3.0),"1024 MB, DDR3, 64 bit",750 MHz,1000 MHz,320,20,8
AMD,Radeon HD 8570D IGP,Devastator Lite,2013-07-10,IGP,System Shared,800 MHz,System Shared,256,16,8
AMD,Radeon HD 8570M,Sun,2013-03-01,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",750 MHz,1000 MHz,320,20,8
AMD,Radeon HD 8590M,Sun,2013-03-01,PCIe 3.0 x8,"1024 MB, GDDR5, 64 bit",750 MHz,1125 MHz,320,20,8
AMD,Radeon HD 8610G IGP,Devastator,2013-05-23,IGP,System Shared,533 MHz,System Shared,384,24,8
AMD,Radeon HD 8650D IGP,Scrapper,2013-12-28,IGP,System Shared,720 MHz,System Shared,384,24,8
AMD,Radeon HD 8650G IGP,Devastator,2013-05-23,IGP,System Shared,533 MHz,System Shared,384,24,8
AMD,Radeon HD 8670 OEM,Oland,2013-01-08,PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1000 MHz,1150 MHz,384,24,8
AMD,Radeon HD 8670A,Sun,2013-02-02,MXM-A (3.0),"1024 MB, DDR3, 64 bit",600 MHz,1000 MHz,320,20,8
AMD,Radeon HD 8670A,Mars,2013-02-02,MXM-A (3.0),"1024 MB, DDR3, 64 bit",600 MHz,1000 MHz,384,24,8
AMD,Radeon HD 8670D IGP,Devastator,2013-03-12,IGP,System Shared,844 MHz,System Shared,384,24,8
AMD,Radeon HD 8670M,Mars,2013-03-01,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",775 MHz,900 MHz,384,24,8
AMD,Radeon HD 8670M,Sun,2013-03-01,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",925 MHz,1000 MHz,320,20,8
AMD,Radeon HD 8690M,Sun,2013-03-01,PCIe 3.0 x8,"1024 MB, GDDR5, 64 bit",775 MHz,1000 MHz,320,20,8
AMD,Radeon HD 8730 OEM,Cape Verde,2013-09-05,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1125 MHz,384,24,8
AMD,Radeon HD 8730A,Mars,2013-04-01,PCIe 3.0 x8,"1024 MB, DDR3, 128 bit",650 MHz,1000 MHz,384,24,8
AMD,Radeon HD 8730M,Mars,2013-04-01,PCIe 3.0 x8,"1024 MB, DDR3, 128 bit",650 MHz,1000 MHz,384,24,8
AMD,Radeon HD 8740 OEM,Cape Verde,2013-09-05,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1125 MHz,512,32,16
AMD,Radeon HD 8750A,Mars,2013-02-02,MXM-A (3.0),"1024 MB, DDR3, 64 bit",600 MHz,1000 MHz,384,24,8
AMD,Radeon HD 8750M,Mars,2013-02-26,PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",620 MHz,1000 MHz,384,24,8
AMD,Radeon HD 8770 OEM,Bonaire,2013-09-02,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1050 MHz,1500 MHz,896,56,16
AMD,Radeon HD 8770M,Mars,2013-04-01,PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",775 MHz,1125 MHz,384,24,8
AMD,Radeon HD 8790M,Mars,2013-04-01,MXM-A (3.0),"2 GB, GDDR5, 128 bit",850 MHz,1000 MHz,384,24,8
AMD,Radeon HD 8830M,Venus,2013-04-01,PCIe 3.0 x16,"2 GB, DDR3, 128 bit",575 MHz,1000 MHz,640,40,16
AMD,Radeon HD 8850M,Venus,2013-04-01,PCIe 3.0 x16,"2 GB, DDR3, 128 bit",575 MHz,1000 MHz,640,40,16
AMD,Radeon HD 8860 OEM,Curacao,2013-01-08,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1400 MHz,1280,80,32
AMD,Radeon HD 8870 OEM,Pitcairn,2013-01-08,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1000 MHz,1200 MHz,1280,80,32
AMD,Radeon HD 8870M,Venus,2013-04-01,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",725 MHz,1125 MHz,640,40,16
AMD,Radeon HD 8950M,Saturn,2013-05-14,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1075 MHz,1375 MHz,768,48,16
AMD,Radeon HD 8970M,Neptune,2013-05-14,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",850 MHz,1200 MHz,1280,80,32
AMD,Radeon HD 8990 OEM,Malta,2013-04-24,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",950 MHz,1500 MHz,2048,128,32
AMD,Radeon R5 220 OEM,Cedar,2013-12-21,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",650 MHz,533 MHz,80,8,4
AMD,Radeon R5 230 OEM,Caicos,2013-12-21,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,667 MHz,160,8,4
AMD,Radeon R5 235 OEM,Caicos,2013-12-21,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,900 MHz,160,8,4
AMD,Radeon R5 235X OEM,Caicos,2013-12-21,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",875 MHz,900 MHz,160,8,4
AMD,Radeon R5 240 OEM,Oland,2013-11-01,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",730 MHz,900 MHz,384,24,8
AMD,Radeon R5 M230 Rebrand,Sun,2013-03-01,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",750 MHz,900 MHz,320,20,8
AMD,Radeon R7 240,Oland,2013-10-08,PCIe 3.0 x8,"2 GB, DDR3, 128 bit",730 MHz,900 MHz,320,20,8
AMD,Radeon R7 240,Oland,2013-10-08,PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",650 MHz,1150 MHz,320,20,8
AMD,Radeon R7 240 OEM,Oland,2013-11-01,PCIe 3.0 x8,"2 GB, DDR3, 128 bit",730 MHz,900 MHz,320,20,8
AMD,Radeon R7 250,Cape Verde,2013-10-08,PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",925 MHz,900 MHz,512,32,16
AMD,Radeon R7 250,Oland,2013-10-08,PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",1000 MHz,1150 MHz,384,24,8
AMD,Radeon R7 250,Cape Verde,2013-10-08,PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",700 MHz,900 MHz,512,32,16
AMD,Radeon R7 250 OEM,Oland,2013-10-08,PCIe 3.0 x8,"2 GB, DDR3, 128 bit",1000 MHz,1000 MHz,384,24,8
AMD,Radeon R7 250E,Cape Verde,2013-12-20,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1125 MHz,512,32,16
AMD,Radeon R7 260,Bonaire,2013-12-17,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1000 MHz,1500 MHz,768,48,16
AMD,Radeon R7 260X,Bonaire,2013-10-08,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1100 MHz,1625 MHz,896,56,16
AMD,Radeon R9 255 OEM,Cape Verde,2013-12-21,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",900 MHz,1150 MHz,512,32,16
AMD,Radeon R9 260 OEM,Bonaire,2013-12-21,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1100 MHz,1625 MHz,896,56,16
AMD,Radeon R9 270,Curacao,2013-11-13,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",900 MHz,1400 MHz,1280,80,32
AMD,Radeon R9 270X,Curacao,2013-10-08,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1000 MHz,1400 MHz,1280,80,32
AMD,Radeon R9 280X,Tahiti,2013-10-08,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",850 MHz,1500 MHz,2048,128,32
AMD,Radeon R9 280X2,Tahiti,Unknown,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",950 MHz,1500 MHz,2048,128,32
AMD,Radeon R9 290,Hawaii,2013-11-05,PCIe 3.0 x16,"4 GB, GDDR5, 512 bit",947 MHz,1250 MHz,2560,160,64
AMD,Radeon R9 290X,Hawaii,2013-10-24,PCIe 3.0 x16,"4 GB, GDDR5, 512 bit",1000 MHz,1250 MHz,2816,176,64
AMD,Radeon Sky 500,Pitcairn,2013-03-27,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",950 MHz,1200 MHz,1280,80,32
AMD,Radeon Sky 700,Tahiti,2013-03-27,PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",900 MHz,1375 MHz,1792,112,32
AMD,Radeon Sky 900,Tahiti,2013-03-27,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",825 MHz,1250 MHz,1792,112,32
AMD,Xbox One GPU,Durango,2013-11-22,IGP,"8 GB, DDR3, 256 bit",853 MHz,1066 MHz,768,48,16
AMD,FirePro D300,Pitcairn,2014-01-18,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",850 MHz,1270 MHz,1280,80,32
AMD,FirePro D500,Tahiti,2014-01-18,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",725 MHz,1270 MHz,1536,96,32
AMD,FirePro D700,Tahiti,2014-01-18,PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",850 MHz,1370 MHz,2048,128,32
AMD,FirePro S10000 Passive 12GB,Tahiti,2014-03-01,PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",825 MHz,1250 MHz,1792,112,32
AMD,FirePro S4000X,Venus,2014-08-07,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",725 MHz,1125 MHz,640,40,16
AMD,FirePro S9050,Tahiti,2014-08-07,PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",900 MHz,1375 MHz,1792,112,32
AMD,FirePro S9100,Hawaii,2014-10-02,PCIe 3.0 x16,"12 GB, GDDR5, 512 bit",824 MHz,1250 MHz,2560,160,64
AMD,FirePro S9150,Hawaii,2014-08-07,PCIe 3.0 x16,"16 GB, GDDR5, 512 bit",900 MHz,1250 MHz,2816,176,64
AMD,FirePro W2100,Oland,2014-08-12,PCIe 3.0 x8,"2 GB, DDR3, 128 bit",630 MHz,900 MHz,320,20,8
AMD,FirePro W4100,Cape Verde,2014-08-13,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",630 MHz,1000 MHz,512,32,16
AMD,FirePro W4170M,Mars,2014-04-28,PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",825 MHz,1000 MHz,384,24,8
AMD,FirePro W5100,Bonaire,2014-03-31,PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",930 MHz,1500 MHz,768,48,16
AMD,FirePro W5170M,Tropo,2014-08-25,MXM-A (3.0),"2 GB, GDDR5, 128 bit",900 MHz,1125 MHz,640,40,16
AMD,FirePro W6170M,Saturn,2014-08-25,MXM-B (3.0),"2 GB, GDDR5, 128 bit",1075 MHz,1375 MHz,768,48,16
AMD,FirePro W7100,Tonga,2014-08-12,PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",920 MHz,1250 MHz,1792,112,32
AMD,FirePro W8100,Hawaii,2014-06-23,PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",824 MHz,1250 MHz,2560,160,64
AMD,FirePro W9100,Hawaii,2014-03-26,PCIe 3.0 x16,"16 GB, GDDR5, 512 bit",930 MHz,1250 MHz,2816,176,64
AMD,Radeon E8860,Venus,2014-01-25,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",575 MHz,1125 MHz,640,40,16
AMD,Radeon HD 8210 IGP,Kalindi,2014-01-31,IGP,System Shared,300 MHz,System Shared,128,8,4
AMD,Radeon HD 8530M,Mars,2014-01-10,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",650 MHz,900 MHz,320,16,8
AMD,Radeon HD 8550M,Sun,2014-07-13,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",650 MHz,900 MHz,320,20,8
AMD,Radeon R4 Graphics,Beema,2014-06-11,IGP,System Shared,800 MHz,System Shared,128,8,4
AMD,Radeon R5 230,Caicos,2014-04-03,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,667 MHz,160,8,4
AMD,Radeon R5 A220,Caicos,2014-05-31,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,900 MHz,160,8,4
AMD,Radeon R5 A230,Jet,2014-01-07,PCIe 3.0 x8,"4 GB, DDR3, 64 bit",780 MHz,1000 MHz,320,20,8
AMD,Radeon R5 A240,Jet,2014-05-31,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",1030 MHz,900 MHz,320,20,8
AMD,Radeon R5 A240,Oland,2014-05-31,PCIe 3.0 x8,"2 GB, DDR3, 128 bit",730 MHz,900 MHz,320,20,8
AMD,Radeon R5 A255,Topaz,2014-05-31,PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",925 MHz,1000 MHz,384,24,8
AMD,Radeon R5 Graphics,Spectre SL,2014-09-17,IGP,System Shared,758 MHz,System Shared,256,16,4
AMD,Radeon R5 Graphics,Beema,2014-06-14,IGP,System Shared,800 MHz,System Shared,128,8,4
AMD,Radeon R5 M230,Jet,2014-01-07,PCIe 3.0 x8,"4 GB, DDR3, 64 bit",780 MHz,1000 MHz,320,20,8
AMD,Radeon R5 M230,Jet,2014-01-07,PCIe 3.0 x8,"4 GB, DDR3, 64 bit",825 MHz,1000 MHz,320,20,8
AMD,Radeon R5 M230 Rebrand,Sun,2014-05-31,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",780 MHz,900 MHz,320,20,8
AMD,Radeon R5 M240,Jet,2014-09-18,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",1000 MHz,900 MHz,320,20,8
AMD,Radeon R5 M240 Rebrand,Mars,2014-01-10,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",650 MHz,900 MHz,384,24,8
AMD,Radeon R5 M250,Jet,Unknown,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",650 MHz,900 MHz,320,20,8
AMD,Radeon R5 M255,Topaz,2014-10-12,PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",925 MHz,1000 MHz,384,24,8
AMD,Radeon R5 Mobile Graphics,Beema,2014-06-14,IGP,System Shared,800 MHz,System Shared,128,8,4
AMD,Radeon R6 Graphics,Spectre Lite,2014-09-17,IGP,System Shared,533 MHz,System Shared,384,24,8
AMD,Radeon R6 Graphics,Spectre Lite,2014-09-17,IGP,System Shared,533 MHz,System Shared,384,24,8
AMD,Radeon R6 M255DX,Topaz,2014-10-12,IGP,System Shared,925 MHz,System Shared,384,24,8
AMD,Radeon R6 M255DX,Jet,2014-01-07,IGP,System Shared,780 MHz,System Shared,320,20,8
AMD,Radeon R7 250X,Cape Verde,2014-02-13,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",950 MHz,1125 MHz,640,40,16
AMD,Radeon R7 250XE,Cape Verde,2014-08-21,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",860 MHz,1125 MHz,640,40,16
AMD,Radeon R7 265,Pitcairn,2014-02-13,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",900 MHz,1400 MHz,1024,64,32
AMD,Radeon R7 265X OEM,Curacao,2014-08-12,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",900 MHz,1400 MHz,1280,80,32
AMD,Radeon R7 A260,Topaz,2014-05-31,PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",900 MHz,900 MHz,384,24,8
AMD,Radeon R7 A265,Opal,2014-01-09,PCIe 3.0 x8,"2 GB, DDR3, 128 bit",725 MHz,900 MHz,384,24,8
AMD,Radeon R7 Graphics,Spectre,2014-02-17,IGP,System Shared,686 MHz,System Shared,384,24,8
AMD,Radeon R7 Graphics,Spectre Lite,2014-02-17,IGP,System Shared,720 MHz,System Shared,384,24,8
AMD,Radeon R7 Graphics,Spectre,2014-01-11,IGP,System Shared,720 MHz,System Shared,512,32,8
AMD,Radeon R7 M260,Topaz,2014-06-11,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",940 MHz,900 MHz,384,24,8
AMD,Radeon R7 M260DX,Jet,2014-01-07,IGP,System Shared,955 MHz,System Shared,320,20,8
AMD,Radeon R7 M260DX,Jet,2014-01-07,IGP,System Shared,780 MHz,System Shared,320,20,8
AMD,Radeon R7 M260DX,Topaz,2014-10-12,IGP,System Shared,925 MHz,System Shared,384,24,8
AMD,Radeon R7 M265,Opal,2014-01-09,PCIe 3.0 x8,"2 GB, DDR3, 128 bit",725 MHz,900 MHz,384,24,8
AMD,Radeon R7 M265,Topaz,2014-05-20,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",900 MHz,900 MHz,384,24,8
AMD,Radeon R7 M265DX,Topaz,2014-06-11,IGP,System Shared,900 MHz,System Shared,384,24,8
AMD,Radeon R7 M265DX,Topaz,2014-10-12,IGP,System Shared,925 MHz,System Shared,384,24,8
AMD,Radeon R7 M265DX,Jet,2014-01-07,IGP,System Shared,780 MHz,System Shared,320,20,8
AMD,Radeon R7 M270,Opal,2014-01-09,PCIe 3.0 x8,"2 GB, DDR3, 128 bit",725 MHz,900 MHz,384,24,8
AMD,Radeon R7 M270DX,Jet,2014-01-07,IGP,System Shared,780 MHz,System Shared,320,20,8
AMD,Radeon R7 M270DX,Topaz,2014-06-11,IGP,System Shared,900 MHz,System Shared,384,24,8
AMD,Radeon R7 Mobile Graphics,Spectre Lite,2014-02-17,IGP,System Shared,554 MHz,System Shared,384,24,8
AMD,Radeon R9 280,Tahiti,2014-03-04,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",827 MHz,1250 MHz,1792,112,32
AMD,Radeon R9 285,Tonga,2014-09-02,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",918 MHz,1375 MHz,1792,112,32
AMD,Radeon R9 285X,Tonga,Never Released,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",1002 MHz,1375 MHz,2048,128,32
AMD,Radeon R9 290X2,Hawaii,2014-06-24,PCIe 3.0 x16,"4 GB, GDDR5, 512 bit",1000 MHz,1350 MHz,2816,176,64
AMD,Radeon R9 295X2,Vesuvius,2014-04-29,PCIe 3.0 x16,"4 GB, GDDR5, 512 bit",1018 MHz,1250 MHz,2816,176,64
AMD,Radeon R9 M265X,Venus,2014-03-21,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",575 MHz,1000 MHz,640,40,16
AMD,Radeon R9 M270X,Venus,2014-03-21,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",725 MHz,1000 MHz,640,40,16
AMD,Radeon R9 M275,Venus,2014-01-28,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",900 MHz,1000 MHz,640,40,16
AMD,Radeon R9 M275X,Venus,2014-01-28,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",900 MHz,1125 MHz,640,40,16
AMD,Radeon R9 M290X,Neptune,2014-01-09,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",850 MHz,1200 MHz,1280,80,32
AMD,Radeon R9 M295X,Amethyst,2014-11-23,MXM-B (3.0),"4 GB, GDDR5, 256 bit",723 MHz,1250 MHz,2048,128,32
AMD,Radeon R9 M295X Mac Edition,Amethyst,2014-11-23,MXM-B (3.0),"4 GB, GDDR5, 256 bit",850 MHz,1362 MHz,2048,128,32
AMD,FirePro S9170,Hawaii,2015-07-08,PCIe 3.0 x16,"32 GB, GDDR5, 512 bit",930 MHz,1250 MHz,2816,176,64
AMD,FirePro W4130M,Mars,Unknown,PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",775 MHz,1000 MHz,384,24,8
AMD,FirePro W4150M,Mars,Unknown,PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",800 MHz,1000 MHz,384,24,8
AMD,FirePro W4170M,Opal,2015-04-23,PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",825 MHz,1000 MHz,384,24,8
AMD,FirePro W4190M,Opal,2015-11-12,PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",825 MHz,1000 MHz,384,24,8
AMD,FirePro W4300,Bonaire,2015-12-01,PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",930 MHz,1500 MHz,768,48,16
AMD,FirePro W5130M,Tropo,2015-10-02,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",900 MHz,1000 MHz,512,32,16
AMD,FirePro W6150M,Saturn,2015-11-12,MXM-B (3.0),"4 GB, GDDR5, 128 bit",1075 MHz,1375 MHz,768,48,16
AMD,FirePro W7170M,Amethyst,2015-10-02,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",723 MHz,1250 MHz,2048,128,32
AMD,Radeon E6465,Caicos,2015-09-29,PCIe 2.0 x16,"2 GB, GDDR5, 64 bit",600 MHz,800 MHz,160,8,4
AMD,Radeon E8870,Saturn,2015-09-29,MXM-B (3.0),"4 GB, GDDR5, 128 bit",1000 MHz,1500 MHz,768,48,16
AMD,Radeon E8950,Amethyst,2015-09-29,MXM-B (3.0),"8 GB, GDDR5, 256 bit",735 MHz,1500 MHz,2048,128,32
AMD,Radeon R2 Graphics,Beema,2015-02-27,IGP,System Shared,351 MHz,System Shared,128,8,4
AMD,Radeon R2 Mobile Graphics,Beema,2015-01-28,IGP,System Shared,200 MHz,System Shared,128,8,4
AMD,Radeon R3 Graphics,Beema,2015-01-28,IGP,System Shared,267 MHz,System Shared,128,8,4
AMD,Radeon R5 310 OEM,Caicos,2015-05-05,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",875 MHz,900 MHz,160,8,4
AMD,Radeon R5 310 OEM,Caicos,2015-05-05,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,900 MHz,160,8,4
AMD,Radeon R5 330 OEM,Hainan,2015-05-05,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",830 MHz,900 MHz,320,20,8
AMD,Radeon R5 340 OEM,Oland,2015-05-05,PCIe 3.0 x8,"1024 MB, GDDR5, 64 bit",730 MHz,1150 MHz,384,24,8
AMD,Radeon R5 340X OEM,Oland,2015-05-05,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",900 MHz,1000 MHz,384,24,8
AMD,Radeon R5 A320,Jet,2015-05-31,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",750 MHz,1000 MHz,320,20,8
AMD,Radeon R5 A330,Exo,2015-10-21,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1030 MHz,900 MHz,320,20,8
AMD,Radeon R5 A335,Exo,2015-10-21,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1070 MHz,900 MHz,320,20,8
